Relic,Win
Tough Bandages,True
Shuriken,True
Dream Catcher,True
Lee's Waffle,True
Astrolabe,True
Red Mask,True
CaptainsWheel,True
Girya,True
Akabeko,True
Gambling Chip,True
OrangePellets,True
Blood Vial,True
Ring of the Snake,False
Pantograph,False
Smiling Mask,False
PreservedInsect,False
Tiny House,False
Mango,False
Ornamental Fan,False
Orichalcum,False
Cursed Key,False
Toolbox,False
StrikeDummy,False
Tingsha,False
TungstenRod,False
Ring of the Snake,False
Ring of the Snake,False
White Beast Statue,False
Matryoshka,False
Eternal Feather,False
Ring of the Snake,False
Potion Belt,False
Frozen Egg 2,False
Sundial,False
Art of War,False
War Paint,False
Ring of the Snake,False
Bag of Preparation,False
War Paint,False
Bronze Scales,False
Potion Belt,False
WristBlade,False
Ring of the Snake,False
PreservedInsect,False
Omamori,False
Pear,False
Bag of Preparation,False
CaptainsWheel,False
Meat on the Bone,False
Ring of the Snake,False
Pen Nib,False
Lantern,False
Eternal Feather,False
Ring of the Snake,False
Golden Idol,False
Girya,False
Peace Pipe,False
Ancient Tea Set,False
Orichalcum,False
Pandora's Box,False
Golden Idol,False
Bronze Scales,False
Happy Flower,False
Runic Pyramid,False
Bottled Tornado,False
Bag of Preparation,False
Ring of the Snake,False
Vajra,False
OrangePellets,False
Centennial Puzzle,False
Ancient Tea Set,False
Dream Catcher,False
Sundial,False
WristBlade,False
Happy Flower,False
Snake Skull,False
Akabeko,False
Empty Cage,False
Gremlin Horn,False
Strawberry,False
Smiling Mask,False
Singing Bowl,False
Ring of the Snake,False
NeowsBlessing,False
Snake Skull,False
Omamori,False
Smiling Mask,False
Ring of the Snake,False
Blood Vial,False
Frozen Egg 2,False
Ancient Tea Set,False
Ring of the Snake,False
Molten Egg 2,False
Snake Skull,False
Ring of the Snake,False
Tiny Chest,False
Smiling Mask,False
Ring of the Snake,False
Ring of the Snake,False
Golden Idol,False
Potion Belt,False
InkBottle,False
Bag of Preparation,False
Ring of the Snake,False
Toy Ornithopter,False
Oddly Smooth Stone,False
Art of War,False
Orichalcum,False
Ring of the Snake,False
Omamori,False
Vajra,False
Nunchaku,False
Cursed Key,False
Medical Kit,False
Ornamental Fan,False
MawBank,False
Anchor,False
Ring of the Snake,False
Shuriken,False
Frozen Egg 2,False
Molten Egg 2,False
Ring of the Snake,False
Golden Idol,False
Tiny Chest,False
Vajra,False
HoveringKite,False
Frozen Egg 2,False
Bronze Scales,False
Ring of the Snake,False
TungstenRod,False
Omamori,False
Whetstone,False
Boot,False
Sundial,False
Ring of the Snake,False
Membership Card,False
War Paint,False
Pear,False
Potion Belt,False
HoveringKite,False
Kunai,False
Strange Spoon,False
Regal Pillow,False
MealTicket,False
Darkstone Periapt,False
Philosopher's Stone,False
Toxic Egg 2,False
Bottled Tornado,False
Smiling Mask,False
Ring of the Snake,False
MawBank,False
Blood Vial,False
Blue Candle,False
HoveringKite,False
Pen Nib,False
Ring of the Snake,False
NeowsBlessing,False
Old Coin,False
MawBank,False
Ring of the Snake,False
The Courier,False
Happy Flower,False
Ring of the Snake,False
Ancient Tea Set,False
Golden Idol,False
White Beast Statue,False
Tiny Chest,False
Ring of the Snake,False
Toy Ornithopter,False
Boot,False
Ring of the Snake,False
Odd Mushroom,False
Omamori,False
Pear,False
White Beast Statue,False
Ring of the Snake,False
Juzu Bracelet,False
Centennial Puzzle,False
Potion Belt,False
Astrolabe,False
Toolbox,False
Ring of the Snake,False
Turnip,False
Frozen Egg 2,False
Akabeko,False
Runic Pyramid,False
TungstenRod,False
White Beast Statue,False
Mango,False
Boot,False
Philosopher's Stone,False
Gremlin Horn,False
Paper Crane,False
Ring of the Snake,False
White Beast Statue,False
Tough Bandages,False
Odd Mushroom,False
Turnip,False
Membership Card,False
Centennial Puzzle,False
SlaversCollar,False
Art of War,False
Meat on the Bone,False
Red Mask,False
Bag of Preparation,False
Dream Catcher,False
Orrery,False
Astrolabe,False
Frozen Eye,False
Anchor,False
Bronze Scales,False
The Specimen,False
HornCleat,False
DollysMirror,False
Ring of the Snake,False
Juzu Bracelet,False
HornCleat,False
Pen Nib,False
MealTicket,False
Girya,False
HoveringKite,False
Red Mask,False
OrangePellets,False
Orichalcum,False
Unceasing Top,False
Ring of the Snake,False
Golden Idol,False
Mummified Hand,False
Girya,False
Black Star,False
Golden Idol,False
Snake Skull,False
Meat on the Bone,False
Ring of the Snake,False
Membership Card,False
Question Card,False
The Courier,False
Ring of the Snake,False
NeowsBlessing,False
Toy Ornithopter,False
Vajra,False
Tiny Chest,False
HoveringKite,False
Frozen Eye,False
Ring of the Snake,False
Mercury Hourglass,False
Bronze Scales,False
Smiling Mask,False
WristBlade,False
OrangePellets,False
Dream Catcher,False
Ornamental Fan,False
StrikeDummy,False
Art of War,False
Ring of the Snake,False
Ring of the Snake,False
TungstenRod,False
PreservedInsect,False
HoveringKite,False
Ring of the Snake,False
Bronze Scales,False
Darkstone Periapt,False
Ring of the Snake,False
The Specimen,False
Dream Catcher,False
Mummified Hand,False
Whetstone,False
Philosopher's Stone,False
MawBank,False
Oddly Smooth Stone,False
Toxic Egg 2,False
Ring of the Snake,False
Thread and Needle,False
Meat on the Bone,False
Darkstone Periapt,False
White Beast Statue,False
War Paint,False
Membership Card,False
Odd Mushroom,False
Astrolabe,False
The Courier,False
Ornamental Fan,False
Letter Opener,False
WristBlade,False
Oddly Smooth Stone,False
Paper Crane,False
Ring of the Snake,True
Shuriken,True
Girya,True
Empty Cage,True
Toxic Egg 2,True
Bag of Marbles,True
WristBlade,True
Incense Burner,True
Ginger,True
War Paint,True
Bag of Preparation,True
Bottled Lightning,True
Ring of the Snake,True
Anchor,True
Toxic Egg 2,True
Bag of Marbles,True
Runic Pyramid,True
Potion Belt,True
Art of War,True
Empty Cage,True
Regal Pillow,True
Blood Vial,True
Shuriken,True
Mummified Hand,True
Ring of the Snake,False
Pocketwatch,False
Darkstone Periapt,False
Omamori,False
Boot,False
HoveringKite,False
Red Mask,False
Ring of the Snake,False
Juzu Bracelet,False
Akabeko,False
MawBank,False
Shuriken,False
Coffee Dripper,False
Orichalcum,False
MealTicket,False
Girya,False
Red Mask,False
Medical Kit,False
Art of War,False
SlaversCollar,False
StoneCalendar,False
Pantograph,False
Bag of Marbles,False
Tough Bandages,False
Bottled Lightning,False
Ring of the Snake,False
NeowsBlessing,False
Ring of the Snake,False
Molten Egg 2,False
Golden Idol,False
Lantern,False
Gambling Chip,False
Philosopher's Stone,False
Medical Kit,False
Membership Card,False
Pen Nib,False
CeramicFish,False
Happy Flower,False
Ring of the Snake,False
Kunai,False
Ancient Tea Set,False
Pandora's Box,False
Ring of the Snake,False
Snake Skull,False
Potion Belt,False
Golden Idol,False
The Courier,False
Ring of the Snake,False
Strawberry,False
Orichalcum,False
Sundial,False
Odd Mushroom,False
Ring of the Snake,False
Dead Branch,False
Ring of the Snake,False
Golden Idol,False
Whetstone,False
Smiling Mask,False
Ring of the Snake,False
MawBank,False
Bag of Marbles,False
Calling Bell,False
Pen Nib,False
Pantograph,False
Tingsha,False
Orrery,False
Toy Ornithopter,False
White Beast Statue,False
Mercury Hourglass,False
Red Mask,False
Bronze Scales,False
HoveringKite,False
Dead Branch,False
Tough Bandages,False
Happy Flower,False
Bottled Tornado,False
OrangePellets,False
Centennial Puzzle,False
Gremlin Horn,False
Ring of the Snake,True
Lee's Waffle,True
Pen Nib,True
Pantograph,True
Bottled Tornado,True
Mercury Hourglass,True
SlaversCollar,True
Orrery,True
Red Mask,True
Toxic Egg 2,True
Toy Ornithopter,True
Shuriken,True
Du-Vu Doll,True
Gremlin Horn,True
Prayer Wheel,True
Astrolabe,True
Potion Belt,True
Vajra,True
Incense Burner,True
Bag of Preparation,True
Mummified Hand,True
Ring of the Snake,False
Boot,False
MealTicket,False
Ornamental Fan,False
Runic Pyramid,False
Blood Vial,False
Ring of the Snake,False
Art of War,False
MealTicket,False
Centennial Puzzle,False
Philosopher's Stone,False
Red Mask,False
Ancient Tea Set,False
Runic Dome,False
Anchor,False
Mercury Hourglass,False
Ring of the Snake,True
Golden Idol,True
MealTicket,True
Pen Nib,True
Coffee Dripper,True
Paper Crane,True
Strawberry,True
Gremlin Horn,True
Centennial Puzzle,True
Pandora's Box,True
Anchor,True
Chemical X,True
Thread and Needle,True
Happy Flower,True
Mummified Hand,True
War Paint,True
Ring of the Snake,False
Bronze Scales,False
Paper Crane,False
Question Card,False
Nunchaku,False
HoveringKite,False
Ring of the Snake,False
Peace Pipe,False
Regal Pillow,False
Frozen Egg 2,False
Bird Faced Urn,False
Ring of the Snake,False
WingedGreaves,False
Bottled Lightning,False
Pen Nib,False
Bag of Preparation,False
Blue Candle,False
Ring of the Snake,False
Peace Pipe,False
Golden Idol,False
Centennial Puzzle,False
Molten Egg 2,False
Bottled Lightning,False
Cursed Key,False
Letter Opener,False
Gremlin Horn,False
Coffee Dripper,False
Regal Pillow,False
Boot,False
Dream Catcher,False
Velvet Choker,False
Necronomicon,False
Ring of the Snake,False
Happy Flower,False
Juzu Bracelet,False
Ring of the Snake,False
Juzu Bracelet,False
Regal Pillow,False
Potion Belt,False
Ring of the Snake,False
PreservedInsect,False
Bronze Scales,False
Art of War,False
Coffee Dripper,False
Oddly Smooth Stone,False
Ring of the Snake,False
Singing Bowl,False
Ginger,False
WingedGreaves,False
Pandora's Box,False
Toy Ornithopter,False
Bag of Preparation,False
Ring of the Snake,False
Golden Idol,False
Orichalcum,False
Bag of Marbles,False
Bag of Preparation,False
Ring of the Snake,False
Frozen Egg 2,False
PreservedInsect,False
Oddly Smooth Stone,False
Boot,False
Runic Pyramid,False
Molten Egg 2,False
ClockworkSouvenir,False
Ring of the Snake,False
Calipers,False
Singing Bowl,False
Ninja Scroll,False
Frozen Egg 2,False
Ring of the Snake,False
Pantograph,False
Oddly Smooth Stone,False
MawBank,False
Runic Pyramid,False
Omamori,False
Centennial Puzzle,False
Pear,False
Toy Ornithopter,False
Nunchaku,False
Whetstone,False
Ring of the Snake,False
Bronze Scales,False
OrangePellets,False
Omamori,False
HoveringKite,False
Ring of the Snake,False
Whetstone,False
Strawberry,False
Eternal Feather,False
Bottled Lightning,False
Runic Dome,False
Frozen Egg 2,False
Question Card,False
The Courier,False
Red Mask,False
Philosopher's Stone,False
Happy Flower,False
Mercury Hourglass,False
Ring of the Snake,False
Happy Flower,False
PreservedInsect,False
Frozen Eye,False
Omamori,False
Runic Pyramid,False
Medical Kit,False
Lantern,False
Snake Skull,False
Blue Candle,False
Ring of the Snake,True
Gremlin Horn,True
Torii,True
Unceasing Top,True
StoneCalendar,True
CeramicFish,True
Mummified Hand,True
Anchor,True
Philosopher's Stone,True
Nunchaku,True
Ancient Tea Set,True
Ornamental Fan,True
Coffee Dripper,True
Oddly Smooth Stone,True
Toy Ornithopter,True
Boot,True
War Paint,True
Paper Crane,True
Ring of the Snake,False
CaptainsWheel,False
Calipers,False
Frozen Egg 2,False
Tiny Chest,False
Cursed Key,False
Necronomicon,False
Ring of the Snake,True
Lizard Tail,True
Pear,True
Letter Opener,True
Molten Egg 2,True
Runic Pyramid,True
OrangePellets,True
Pantograph,True
Frozen Egg 2,True
Toy Ornithopter,True
Centennial Puzzle,True
Gremlin Horn,True
Coffee Dripper,True
TheAbacus,True
Turnip,True
FossilizedHelix,True
Oddly Smooth Stone,True
Nunchaku,True
Tough Bandages,True
Ring of the Snake,True
Dream Catcher,True
Omamori,True
Mercury Hourglass,True
Toxic Egg 2,True
War Paint,True
Philosopher's Stone,True
MutagenicStrength,True
Red Mask,True
Anchor,True
Art of War,True
Smiling Mask,True
FossilizedHelix,True
Darkstone Periapt,True
Black Star,True
Lantern,True
Bronze Scales,True
Potion Belt,True
Toy Ornithopter,True
Bag of Marbles,True
Girya,True
Snake Skull,True
Ancient Tea Set,True
HornCleat,True
Tough Bandages,True
Ring of the Snake,True
Bronze Scales,True
Toolbox,True
Matryoshka,True
TungstenRod,True
Centennial Puzzle,True
Lantern,True
Smiling Mask,True
Snake Skull,True
Coffee Dripper,True
Orichalcum,True
PreservedInsect,True
InkBottle,True
Oddly Smooth Stone,True
TheAbacus,True
Du-Vu Doll,True
Calling Bell,True
MealTicket,True
Sundial,True
Lizard Tail,True
OrangePellets,True
CeramicFish,True
Molten Egg 2,True
ClockworkSouvenir,True
Pen Nib,True
Ring of the Snake,False
Lantern,False
Orichalcum,False
Dream Catcher,False
Pantograph,False
Tiny House,False
Blood Vial,False
Sundial,False
Boot,False
Coffee Dripper,False
Whetstone,False
Toolbox,False
Ring of the Snake,False
Dead Branch,False
Lantern,False
Bag of Marbles,False
Mummified Hand,False
Golden Idol,False
Ancient Tea Set,False
Pandora's Box,False
Omamori,False
Letter Opener,False
Lee's Waffle,False
Singing Bowl,False
CeramicFish,False
Fusion Hammer,False
HornCleat,False
Ring of the Snake,False
Juzu Bracelet,False
Pear,False
Ring of the Serpent,False
Toy Ornithopter,False
Strawberry,False
Lantern,False
Mango,False
Bottled Tornado,False
Ring of the Snake,False
StrikeDummy,False
The Courier,False
Letter Opener,False
Fusion Hammer,False
Paper Crane,False
Singing Bowl,False
Ring of the Snake,False
Bottled Tornado,False
Bag of Marbles,False
War Paint,False
HoveringKite,False
Paper Crane,False
Ring of the Snake,False
Art of War,False
Vajra,False
Old Coin,False
SlaversCollar,False
Anchor,False
HornCleat,False
Ring of the Snake,False
Pantograph,False
Potion Belt,False
Strawberry,False
Fusion Hammer,False
Lantern,False
Kunai,False
ClockworkSouvenir,False
Astrolabe,False
Molten Egg 2,False
Sundial,False
Mercury Hourglass,False
OrangePellets,False
Bag of Preparation,False
Ring of the Snake,False
Golden Idol,False
Whetstone,False
InkBottle,False
Dream Catcher,False
Art of War,False
NlothsMask,False
Ring of the Snake,False
GremlinMask,False
Ring of the Snake,False
Juzu Bracelet,False
Mercury Hourglass,False
HoveringKite,False
Ring of the Snake,False
Molten Egg 2,False
Tingsha,False
Ginger,False
Ring of the Snake,True
Membership Card,True
Frozen Egg 2,True
Mercury Hourglass,True
Old Coin,True
Gremlin Horn,True
Runic Dome,True
ClockworkSouvenir,True
Pantograph,True
Du-Vu Doll,True
Regal Pillow,True
CaptainsWheel,True
Philosopher's Stone,True
TungstenRod,True
Snake Skull,True
Oddly Smooth Stone,True
Prayer Wheel,True
Tough Bandages,True
Ice Cream,True
Ring of the Snake,False
Turnip,False
Golden Idol,False
Lizard Tail,False
Letter Opener,False
Question Card,False
Peace Pipe,False
Cursed Key,False
Membership Card,False
Eternal Feather,False
Juzu Bracelet,False
Singing Bowl,False
Ring of the Snake,False
Bag of Preparation,False
Ring of the Snake,False
Bag of Marbles,False
Bronze Scales,False
Eternal Feather,False
Bird Faced Urn,False
Pandora's Box,False
White Beast Statue,False
Kunai,False
MealTicket,False
Ginger,False
Turnip,False
Ring of the Snake,False
Kunai,False
Lantern,False
Cursed Key,False
Nloth's Gift,False
ClockworkSouvenir,False
Ice Cream,False
Nunchaku,False
Bag of Preparation,False
Astrolabe,False
OrangePellets,False
Frozen Egg 2,False
Anchor,False
White Beast Statue,False
Bag of Marbles,False
Ring of the Snake,False
Omamori,False
Ancient Tea Set,False
Mummified Hand,False
HoveringKite,False
Red Mask,False
Ring of the Snake,False
Tiny Chest,False
Matryoshka,False
Mercury Hourglass,False
Ice Cream,False
Ring of the Snake,True
MawBank,True
Bag of Marbles,True
Bag of Preparation,True
Happy Flower,True
Runic Pyramid,True
Orrery,True
Mummified Hand,True
Red Mask,True
Thread and Needle,True
Philosopher's Stone,True
The Specimen,True
Centennial Puzzle,True
ClockworkSouvenir,True
Pantograph,True
Ring of the Snake,False
Ring of the Snake,True
Blue Candle,True
Oddly Smooth Stone,True
MealTicket,True
Runic Pyramid,True
Tough Bandages,True
Vajra,True
Membership Card,True
Molten Egg 2,True
Shuriken,True
Fusion Hammer,True
Old Coin,True
Mummified Hand,True
Turnip,True
Calipers,True
Chemical X,True
Orichalcum,True
Ring of the Snake,False
Lantern,False
Paper Crane,False
Dream Catcher,False
White Beast Statue,False
Thread and Needle,False
Oddly Smooth Stone,False
Fusion Hammer,False
Orrery,False
PreservedInsect,False
Pen Nib,False
Bag of Marbles,False
Bronze Scales,False
Gambling Chip,False
Smiling Mask,False
Calling Bell,False
Ancient Tea Set,False
StrikeDummy,False
Pocketwatch,False
Potion Belt,False
Vajra,False
Nunchaku,False
Toy Ornithopter,False
Question Card,False
Ring of the Snake,False
TungstenRod,False
Singing Bowl,False
Mercury Hourglass,False
Snake Skull,False
Fusion Hammer,False
StrikeDummy,False
Gremlin Horn,False
Strange Spoon,False
Empty Cage,False
Potion Belt,False
Bronze Scales,False
Ring of the Snake,False
Akabeko,False
Happy Flower,False
Nunchaku,False
Ring of the Snake,False
Golden Idol,False
Sundial,False
Akabeko,False
Odd Mushroom,False
Runic Pyramid,False
Gambling Chip,False
Bag of Preparation,False
Calipers,False
Mercury Hourglass,False
Calling Bell,False
PreservedInsect,False
InkBottle,False
Prayer Wheel,False
Bottled Flame,False
Molten Egg 2,False
Oddly Smooth Stone,False
Ring of the Snake,False
Toxic Egg 2,False
Pen Nib,False
Oddly Smooth Stone,False
Pear,False
Turnip,False
Potion Belt,False
Coffee Dripper,False
Ginger,False
Ring of the Snake,False
Bronze Scales,False
PreservedInsect,False
MawBank,False
Question Card,False
SlaversCollar,False
Toolbox,False
War Paint,False
Ring of the Snake,False
Art of War,False
Ring of the Snake,False
Ninja Scroll,False
Mummified Hand,False
StrikeDummy,False
HoveringKite,False
Red Mask,False
InkBottle,False
Anchor,False
Orichalcum,False
Bag of Marbles,False
Ring of the Snake,False
Dead Branch,False
Snake Skull,False
Orichalcum,False
Singing Bowl,False
Black Star,False
Ring of the Snake,False
Mango,False
Letter Opener,False
Molten Egg 2,False
The Courier,False
Nunchaku,False
Runic Pyramid,False
Orrery,False
Pear,False
Omamori,False
Bag of Marbles,False
Ring of the Snake,False
CeramicFish,False
Anchor,False
Prayer Wheel,False
Runic Pyramid,False
Pen Nib,False
Strawberry,False
Mango,False
Lee's Waffle,False
Philosopher's Stone,False
OrangePellets,False
War Paint,False
Smiling Mask,False
InkBottle,False
Ring of the Snake,False
Whetstone,False
Ring of the Snake,False
White Beast Statue,False
Singing Bowl,False
Ring of the Snake,False
Whetstone,False
Tough Bandages,False
Singing Bowl,False
Akabeko,False
Ring of the Snake,False
Bag of Preparation,False
White Beast Statue,False
Dream Catcher,False
Cursed Key,False
Darkstone Periapt,False
Ring of the Snake,False
Ring of the Snake,True
Meat on the Bone,True
Blood Vial,True
Snake Skull,True
Tiny Chest,True
Astrolabe,True
Letter Opener,True
Calipers,True
Bag of Preparation,True
Dream Catcher,True
Runic Pyramid,True
Incense Burner,True
Mango,True
White Beast Statue,True
Tough Bandages,True
Oddly Smooth Stone,True
Pantograph,True
Ring of the Snake,False
Calipers,False
Ring of the Snake,False
Torii,False
Bag of Marbles,False
Strawberry,False
Coffee Dripper,False
Red Mask,False
Kunai,False
Ring of the Snake,False
Gremlin Horn,False
Singing Bowl,False
Membership Card,False
WristBlade,False
Omamori,False
Letter Opener,False
Bronze Scales,False
Akabeko,False
Coffee Dripper,False
Bird Faced Urn,False
Mummified Hand,False
Du-Vu Doll,False
Torii,False
Eternal Feather,False
Ring of the Snake,True
Whetstone,True
Centennial Puzzle,True
Molten Egg 2,True
Membership Card,True
Cursed Key,True
MealTicket,True
War Paint,True
Bag of Marbles,True
Runic Dome,True
Unceasing Top,True
Medical Kit,True
HornCleat,True
Gambling Chip,True
Toy Ornithopter,True
Ring of the Snake,False
Toolbox,False
StrikeDummy,False
Pear,False
Strawberry,False
Philosopher's Stone,False
Thread and Needle,False
Omamori,False
Potion Belt,False
HornCleat,False
Unceasing Top,False
Medical Kit,False
Astrolabe,False
White Beast Statue,False
Happy Flower,False
Lee's Waffle,False
Orrery,False
Ancient Tea Set,False
Anchor,False
Ring of the Snake,False
Lantern,False
PreservedInsect,False
Membership Card,False
Ring of the Snake,False
Ring of the Snake,False
Ancient Tea Set,False
Ring of the Snake,False
Bloody Idol,False
Tiny Chest,False
Kunai,False
Matryoshka,False
Astrolabe,False
Regal Pillow,False
Lizard Tail,False
Question Card,False
Ring of the Snake,False
MawBank,False
Mango,False
Tingsha,False
HoveringKite,False
Lantern,False
Du-Vu Doll,False
Pen Nib,False
Eternal Feather,False
SlaversCollar,False
Membership Card,False
Prayer Wheel,False
StoneCalendar,False
Strawberry,False
Orrery,False
Art of War,False
Pantograph,False
Akabeko,False
Ring of the Snake,False
Pen Nib,False
Snake Skull,False
Ginger,False
Ring of the Snake,True
Whetstone,True
Toxic Egg 2,True
Bird Faced Urn,True
Regal Pillow,True
Coffee Dripper,True
Tingsha,True
MealTicket,True
Tough Bandages,True
Empty Cage,True
Dream Catcher,True
Anchor,True
Gremlin Horn,True
PreservedInsect,True
Blue Candle,True
Orichalcum,True
Ring of the Snake,True
Frozen Egg 2,True
Pen Nib,True
Odd Mushroom,True
Vajra,True
CeramicFish,True
Fusion Hammer,True
Toxic Egg 2,True
Paper Crane,True
HornCleat,True
Ornamental Fan,True
Astrolabe,True
Frozen Eye,True
Girya,True
Lizard Tail,True
Anchor,True
Orrery,True
Nunchaku,True
Ring of the Snake,False
Pen Nib,False
Ring of the Snake,True
Lizard Tail,True
Ornamental Fan,True
CaptainsWheel,True
Pandora's Box,True
Bag of Preparation,True
Happy Flower,True
White Beast Statue,True
Unceasing Top,True
Old Coin,True
Coffee Dripper,True
TheAbacus,True
Toy Ornithopter,True
Bottled Lightning,True
Ring of the Snake,False
Strawberry,False
Ring of the Snake,False
Orrery,False
Toy Ornithopter,False
Ring of the Snake,False
Bird Faced Urn,False
Bag of Preparation,False
Vajra,False
ClockworkSouvenir,False
Smiling Mask,False
Ring of the Snake,False
The Courier,False
Shuriken,False
Toolbox,False
Ring of the Snake,False
Ginger,False
Pocketwatch,False
Coffee Dripper,False
Girya,False
Du-Vu Doll,False
HoveringKite,False
Bird Faced Urn,False
Blood Vial,False
Membership Card,False
War Paint,False
Anchor,False
Medical Kit,False
Ring of the Snake,False
Golden Idol,False
Ring of the Snake,False
Omamori,False
Ornamental Fan,False
Ring of the Snake,False
Toy Ornithopter,False
Darkstone Periapt,False
Orichalcum,False
Happy Flower,False
Runic Dome,False
Centennial Puzzle,False
The Courier,False
War Paint,False
Ring of the Snake,False
Girya,False
Snake Skull,False
Toy Ornithopter,False
White Beast Statue,False
Astrolabe,False
Potion Belt,False
Ring of the Snake,False
Ninja Scroll,False
Shovel,False
Molten Egg 2,False
Ring of the Snake,False
Oddly Smooth Stone,False
Ornamental Fan,False
Lantern,False
Potion Belt,False
Ring of the Snake,False
Sundial,False
Art of War,False
MealTicket,False
Golden Idol,False
WingedGreaves,False
Calling Bell,False
Oddly Smooth Stone,False
Mercury Hourglass,False
Mango,False
Nilry's Codex,False
Molten Egg 2,False
Meat on the Bone,False
Blue Candle,False
Ring of the Snake,False
Bag of Preparation,False
Pen Nib,False
Lantern,False
Calling Bell,False
Boot,False
Ornamental Fan,False
Calipers,False
OrangePellets,False
Bag of Marbles,False
Pear,False
Bottled Lightning,False
Ring of the Snake,False
MealTicket,False
Happy Flower,False
Dream Catcher,False
Incense Burner,False
Ring of the Snake,False
Regal Pillow,False
Ninja Scroll,False
Bag of Marbles,False
Omamori,False
Astrolabe,False
Necronomicon,False
Eternal Feather,False
Pen Nib,False
WarpedTongs,False
Shuriken,False
Black Star,False
Membership Card,False
Mummified Hand,False
Bottled Tornado,False
Ring of the Snake,False
Turnip,False
War Paint,False
HornCleat,False
Whetstone,False
HoveringKite,False
Gambling Chip,False
Lantern,False
Ring of the Snake,False
Pen Nib,False
CeramicFish,False
Art of War,False
Pear,False
PreservedInsect,False
Regal Pillow,False
Fusion Hammer,False
Vajra,False
Bottled Lightning,False
Darkstone Periapt,False
Ring of the Snake,False
The Specimen,False
Golden Idol,False
Ring of the Snake,False
Peace Pipe,False
MealTicket,False
Matryoshka,False
Pocketwatch,False
Toy Ornithopter,False
Ring of the Snake,False
Girya,False
Toy Ornithopter,False
Molten Egg 2,False
Torii,False
Fusion Hammer,False
Happy Flower,False
Letter Opener,False
CeramicFish,False
Ring of the Snake,False
Lantern,False
Meat on the Bone,False
Centennial Puzzle,False
MawBank,False
Pandora's Box,False
The Specimen,False
White Beast Statue,False
Ring of the Snake,False
Strawberry,False
WingedGreaves,False
Kunai,False
Eternal Feather,False
Lizard Tail,False
HoveringKite,False
Ring of the Snake,False
CeramicFish,False
Pantograph,False
Philosopher's Stone,False
Red Mask,False
Letter Opener,False
Ice Cream,False
WristBlade,False
Vajra,False
Lantern,False
StrikeDummy,False
Bag of Preparation,False
Ring of the Snake,True
Shovel,True
Singing Bowl,True
Nunchaku,True
PreservedInsect,True
Old Coin,True
Golden Idol,True
Pandora's Box,True
TheAbacus,True
Boot,True
Bag of Marbles,True
Vajra,True
Busted Crown,True
DollysMirror,True
Tough Bandages,True
Mango,True
Art of War,True
Ring of the Snake,False
Toy Ornithopter,False
Sundial,False
Pen Nib,False
Oddly Smooth Stone,False
Cursed Key,False
Ring of the Snake,False
Tiny Chest,False
Molten Egg 2,False
Akabeko,False
Pandora's Box,False
War Paint,False
Paper Crane,False
Question Card,False
Bronze Scales,False
Ring of the Snake,False
Pen Nib,False
Mango,False
Du-Vu Doll,False
Coffee Dripper,False
Toxic Egg 2,False
Red Mask,False
The Specimen,False
Toy Ornithopter,False
Singing Bowl,False
Ring of the Snake,False
Happy Flower,False
Tiny Chest,False
Centennial Puzzle,False
Empty Cage,False
Sling,False
Ring of the Snake,False
Odd Mushroom,False
PreservedInsect,False
Paper Crane,False
Du-Vu Doll,False
Ancient Tea Set,False
HoveringKite,False
Ring of the Snake,False
Art of War,False
Toy Ornithopter,False
Ring of the Serpent,False
Bottled Lightning,False
MealTicket,False
Bag of Marbles,False
Astrolabe,False
Orrery,False
Art of War,False
Orichalcum,False
Happy Flower,False
Bag of Preparation,False
Eternal Feather,False
Lizard Tail,False
Ring of the Snake,False
White Beast Statue,False
Toy Ornithopter,False
Frozen Egg 2,False
Runic Pyramid,False
Nilry's Codex,False
Nloth's Gift,False
Kunai,False
Ring of the Snake,False
Nunchaku,False
Vajra,False
Dream Catcher,False
HoveringKite,False
Orrery,False
WingedGreaves,False
Kunai,False
Bag of Preparation,False
WristBlade,False
Oddly Smooth Stone,False
Ring of the Snake,False
Ring of the Snake,False
Whetstone,False
Shuriken,False
White Beast Statue,False
Letter Opener,False
SacredBark,False
Nunchaku,False
Ring of the Snake,False
Akabeko,False
Pen Nib,False
Juzu Bracelet,False
Oddly Smooth Stone,False
Calling Bell,False
Orichalcum,False
HornCleat,False
Ginger,False
Velvet Choker,False
Calipers,False
Girya,False
Astrolabe,False
Ring of the Snake,False
Ginger,False
Lizard Tail,False
HoveringKite,False
Bag of Preparation,False
Frozen Egg 2,False
Nloth's Gift,False
Blood Vial,False
Pen Nib,False
Ring of the Snake,False
NeowsBlessing,False
Bag of Preparation,False
Nunchaku,False
War Paint,False
Bird Faced Urn,False
Tiny House,False
Orrery,False
Ornamental Fan,False
Ancient Tea Set,False
HoveringKite,False
Ring of the Snake,False
MawBank,False
Bottled Flame,False
Toxic Egg 2,False
Letter Opener,False
Ring of the Snake,False
Bloody Idol,False
Smiling Mask,False
Matryoshka,False
StoneCalendar,False
Question Card,False
Pandora's Box,False
Bag of Marbles,False
Ornamental Fan,False
Centennial Puzzle,False
Oddly Smooth Stone,False
Whetstone,False
Boot,False
Toolbox,False
Cursed Key,False
Blue Candle,False
Singing Bowl,False
OrangePellets,False
Ring of the Snake,False
MealTicket,False
Omamori,False
Bottled Lightning,False
Boot,False
WristBlade,False
Potion Belt,False
White Beast Statue,False
Whetstone,False
Nloth's Gift,False
Ornamental Fan,False
HoveringKite,False
